Question ID,Answer
165921,free_soil_party
165935,battle_of_blenheim
102459,konrad_adenauer
4179,fourth_crusade
4186,byzantine_empire
149709,battle_of_the_little_bighorn
4396,cultural_revolution
2359,john_wilkes_booth
110908,john_paul_jones
104790,zachary_taylor
100716,meiji_restoration
2450,chandragupta_maurya
102774,hanseatic_league
188818,jawaharlal_nehru
188825,jamaica
188846,fourth_crusade
170415,francisco_pizarro
164339,battle_of_culloden
143871,hanseatic_league
143885,wilmot_proviso
109088,byzantine_empire
102977,portugal
2639,claudius
3864,konrad_adenauer
2709,chandragupta_maurya
105161,hanseatic_league
115409,calvin_coolidge
3535,battle_of_the_little_bighorn
105217,jamaica
160531,jamaica
152390,francisco_pizarro
2919,claudius
162743,byzantine_empire
115710,harry_s._truman
179200,byzantine_empire
177177,albigensian_crusade
3150,lollardy
105322,battle_of_the_little_bighorn
3206,fourth_crusade
140462,battle_of_austerlitz
183477,horatio_gates
185549,fourth_crusade
109781,fourth_crusade
183519,meiji_restoration
183526,barry_goldwater
148722,meiji_restoration
146685,john_c._calhoun
105728,guelphs_and_ghibellines
183589,konrad_adenauer
3402,guelphs_and_ghibellines
157024,fourth_crusade
107891,claudius
163219,albany_congress
3479,claudius
107954,fourth_crusade
3507,battle_of_the_little_bighorn
122297,fourth_crusade
163268,battle_of_austerlitz
187852,jamaica
187887,wilmot_proviso
187894,claudius
187915,jamaica
187922,claudius
187936,jawaharlal_nehru
187950,battle_of_the_little_bighorn
146013,zachary_taylor
167475,jamaica
187957,claudius
187964,albigensian_crusade
187971,battle_of_gettysburg
122465,wilmot_proviso
1617,compromise_of_1850
187999,lollardy
188006,battle_of_the_little_bighorn
188020,kublai_khan
173691,wilmot_proviso
116333,harry_s._truman
3731,jawaharlal_nehru
179865,jamaica
153244,claudius
116382,wilmot_proviso
155421,barry_goldwater
175924,jamaica
186165,meiji_restoration
106316,battle_of_the_little_bighorn
147308,amelia_earhart
1911,konrad_adenauer
3997,guelphs_and_ghibellines
147385,khmer_empire
184275,byzantine_empire
4053,byzantine_empire
147427,jamaica
151529,battle_of_the_little_bighorn
184310,byzantine_empire
155666,rudyard_kipling
7161,lord_of_the_flies
6188,the_brothers_karamazov
116403,truman_capote
184387,brave_new_world
6223,the_metamorphosis
174202,aldous_huxley
106631,lord_of_the_flies
188104,the_brothers_karamazov
108745,aldous_huxley
144774,the_brothers_karamazov
176841,elegy_written_in_a_country_churchyard
108878,henry_james
139608,hesiod
6510,rudyard_kipling
162162,upton_sinclair
102781,a_farewell_to_arms
162176,the_brothers_karamazov
6531,adam_bede_(character)
6573,lady_windermere's_fan
123326,philip_roth
170436,the_brothers_karamazov
4550,robert_louis_stevenson
156429,elegy_written_in_a_country_churchyard
104916,robert_louis_stevenson
188888,miss_julie
141792,gotthold_ephraim_lessing
172564,adam_bede_(character)
107044,gotthold_ephraim_lessing
4655,far_from_the_madding_crowd
162568,upton_sinclair
6706,elegy_written_in_a_country_churchyard
121401,hesiod
121422,miss_julie
121457,j._m._coetzee
103026,all_quiet_on_the_western_front
4725,elegy_written_in_a_country_churchyard
164479,billy_budd
148099,sartor_resartus
109200,dante_alighieri
164521,upton_sinclair
107205,treasure_island
162526,truman_capote
6881,miss_julie
188881,erewhon
105196,rudyard_kipling
6895,aldous_huxley
187194,miss_julie
187208,gao_xingjian
185164,aldous_huxley
4977,upton_sinclair
160636,bertolt_brecht
187201,erewhon
105378,hesiod
170933,elegy_written_in_a_country_churchyard
168910,truman_capote
174545,elegy_written_in_a_country_churchyard
7126,bertolt_brecht
121842,far_from_the_madding_crowd
5110,truman_capote
173047,truman_capote
6314,aldous_huxley
7168,robert_louis_stevenson
5138,robert_louis_stevenson
173075,rudyard_kipling
7189,lord_of_the_flies
7224,j._m._coetzee
7245,adam_bede_(character)
5215,robert_louis_stevenson
179389,j._m._coetzee
5257,miss_julie
107709,rip_van_winkle
107716,major_barbara
5320,far_from_the_madding_crowd
179403,aldous_huxley
157234,robert_louis_stevenson
138516,robert_louis_stevenson
171304,the_brothers_karamazov
164402,truman_capote
5453,the_brothers_karamazov
148848,the_brothers_karamazov
185682,treasure_island
183638,upton_sinclair
5488,erewhon
175980,robert_louis_stevenson
183680,robert_louis_stevenson
165277,j._m._coetzee
184450,aldous_huxley
107982,elegy_written_in_a_country_churchyard
5656,rudyard_kipling
5677,adam_bede_(character)
7077,philip_roth
167524,truman_capote
5733,philip_roth
5754,the_brothers_karamazov
188034,philip_roth
120148,ezra_pound
188041,elegy_written_in_a_country_churchyard
181902,j._m._coetzee
188062,elegy_written_in_a_country_churchyard
188069,robert_louis_stevenson
108213,lord_of_the_flies
150815,truman_capote
173768,robert_louis_stevenson
188118,far_from_the_madding_crowd
188125,philip_roth
5887,the_brothers_karamazov
188167,robert_louis_stevenson
188181,the_brothers_karamazov
5929,sartor_resartus
165697,truman_capote
4585,far_from_the_madding_crowd
5978,rudyard_kipling
188048,lady_windermere's_fan
180068,rudyard_kipling
175994,truman_capote
176001,lady_windermere's_fan
110467,the_brothers_karamazov
145327,far_from_the_madding_crowd
145334,all_quiet_on_the_western_front
141260,hesiod
112616,george_eliot
188083,far_from_the_madding_crowd
8708,interferon
105007,planck_constant
104713,paramagnetism
122430,superstring_theory
8806,light-emitting_diode
8295,chloroplast
8309,atp_synthase
8813,leptin
103061,muon
145558,nematode
116389,acetylcholine
113057,light-emitting_diode
9485,rubidium
8897,pollen
188363,interferon
170184,white_dwarf
10192,chandrasekhar_limit
10493,paramagnetism
115780,leptin
10521,hall_effect
8932,hydrogen_bond_catalysis
112693,light-emitting_diode
147637,chandrasekhar_limit
173894,leptin
184632,chandrasekhar_limit
108094,heart
104825,interferon
108535,hydrogen_bond_catalysis
113813,xylem
8428,jean_piaget
8197,xylem
107429,classical_conditioning
8617,interferon
9373,paramagnetism
185269,benzene
10689,higgs_boson
107471,chandrasekhar_limit
168420,acetylcholine
110054,interferon
8176,interferon
161777,krypton
113659,planck_constant
12292,pelops
12320,enlil
106533,the_sickness_unto_death
120974,chola_dynasty
12460,thor_heyerdahl
117082,parmenides
106925,alcibiades
12726,enlil
10738,margaret_mead
10752,theodor_w._adorno
111111,dian_fossey
12817,roger_casement
10850,theodor_w._adorno
12999,coatlicue
105189,dian_fossey
123634,theodor_w._adorno
105245,b._f._skinner
11046,theodor_w._adorno
13125,ganesha
13167,lord_of_the_flies
13195,ganesha
109452,theodor_w._adorno
11158,parmenides
109543,shamanism
121856,nemean_lion
11417,new_caledonia
122073,margaret_mead
122080,jean_piaget
107821,theodor_w._adorno
11578,margaret_mead
11753,theodor_w._adorno
11914,elegy_written_in_a_country_churchyard
11942,jean_piaget
105077,chandragupta_maurya
118482,sita
12026,max_weber
12033,theodor_w._adorno
116501,akhenaten
12054,emotion
12061,emotion
163618,book_of_leviticus
12075,jean_piaget
103740,shamanism
108416,gospel_of_mark
13293,agamemnon
106393,max_weber
188314,the_sickness_unto_death
